Job Id,Experience,Qualifications,Job Posting Date,Preference,Job Title,Role,Job Description,skills,Company
1.25074E+15,4 to 8 Years,M.Com,21-10-2022,Female,Supply Chain Manager,Demand Planner,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Hartford Financial Services Group
6.08188E+14,1 to 12 Years,B.Tech,19-11-2021,Male,HR Coordinator,Benefits Coordinator,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.",Employee benefits administration Benefits compliance HRIS Benefits communication,Whitehaven Coal
1.97083E+15,1 to 14 Years,B.Tech,21-03-2023,Female,Electrical Engineer,Controls Engineer,"Controls Engineers specialize in industrial automation, designing and implementing control systems for machinery and manufacturing processes. They optimize efficiency and safety.",Control system design PLC programming Automation Instrumentation System integration,Lam Research
5.25282E+14,5 to 10 Years,BCA,29-03-2022,Both,Pediatrician,General Pediatrician,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.",Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills,Synchrony Financial
8.98085E+14,2 to 13 Years,M.Com,27-11-2021,Both,Office Manager,Facilities Manager,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.",Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,Qurate Retail
2.55313E+15,0 to 10 Years,M.Com,01-05-2022,Both,Physical Therapist,Pediatric Physical Therapist,"Specialize in providing physical therapy to children, addressing developmental and mobility issues.",Pediatric rehabilitation Developmental assessments Child psychology knowledge,Westinghouse Air Brake Technologies
2.57548E+15,0 to 11 Years,M.Tech,29-09-2021,Female,Pediatrician,Pediatric Surgeon,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes.",Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia,Intuit
1.27305E+14,1 to 12 Years,B.Tech,27-05-2023,Male,Supply Chain Manager,Demand Planner,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Consolidated Edison
2.79904E+15,2 to 12 Years,B.Tech,13-08-2023,Both,Electrical Engineer,Electronics Hardware Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.",Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Carnival Corporation & plc
7.9799E+14,1 to 14 Years,B.Com,19-05-2022,Female,Financial Advisor,Investment Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.",Investment strategies Portfolio management Financial planning Risk assessment Regulatory compliance,Centrica
9.79483E+14,1 to 10 Years,MCA,23-11-2022,Male,Marketing Specialist,Digital Marketing Specialist,"Digital Marketing Specialists create and execute online marketing campaigns. They utilize digital channels like social media, email, and SEO to reach target audiences, generate leads, and improve brand visibility and engagement.",Digital marketing strategy Social media marketing Content creation SEO (Search Engine Optimization) PPC advertising Analytics and reporting,Casey's General Stores
4.06588E+14,3 to 8 Years,MBA,11-11-2022,Male,Art Director,Visual Designer,"Visual Designers create visual content, including graphics, illustrations, and layouts, to convey messages and enhance brand identity.",Graphic design Typography User interface (UI) design Adobe Creative Suite proficiency Branding and visual identity creation,Huntington Bancshares
1.66211E+15,4 to 9 Years,B.Tech,05-05-2023,Both,Systems Engineer,Cloud Systems Engineer,"As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.","Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability","Fidelity Investments, Inc."
2.39698E+15,2 to 12 Years,PhD,26-04-2022,Both,Network Administrator,Network Security Analyst,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.",Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,Taylor Wimpey
6.42095E+14,5 to 10 Years,BBA,31-10-2022,Female,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",BlueScope Steel
2.14237E+15,2 to 8 Years,MBA,06-03-2023,Male,Litigation Attorney,Trial Attorney,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,Commerzbank AG
6.02178E+14,0 to 10 Years,B.Tech,12-01-2022,Female,UX/UI Designer,Interaction Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Ramsay Health Care
